MWSC,Name,Type,n_Type,RAJ2000,DEJ2000,GLON,GLAT,r0,r1,r2,pmRA,pmDE,RV,e_RV,o_RV,N1sr0,N1sr1,N1sr2,d,E(B-V),MOD,E(J-Ks),E(J-H),dH,logt,e_logt,Nt,SType,[Fe/H],e_[Fe/H],o_[Fe/H],Simbad,
3384,DB2001_16        , , ,309.63,42.105,81.443,0.478,0.01,0.045,0.09,0.44,-4.61,-4.4,        ,1,2,10,24,1413,1.395,11.2,0.67,0.447,0,6.9,       ,    ,irc,        ,       ,0,Simbad,
3385,DB2001_20        , , ,309.654,42.657,81.892,0.799,0.015,0.05,0.08,0.78,-0.7,       ,        ,0,2,9,18,1818,1.249,11.7,0.6,0.4,0.05,7.5,       ,    ,irc,        ,       ,0,Simbad,
3391,FSR_0251         , , ,310.102,42.95,82.325,0.717,0.015,0.055,0.12,-1.77,-3.28,       ,        ,0,5,27,117,857,1.041,10,0.5,0.333,-0.05,8.7,       ,    ,irc,        ,       ,0,Simbad,
3392,FSR_0175         , , ,310.11,24.22,67.344,-10.634,0.018,0.08,0.14,-0.9,-2.16,       ,        ,0,2,34,77,2304,0.429,11.95,0.206,0.137,0.02,8.975,       ,    ,   ,        ,       ,0,Simbad,
3394,NGC_6950         ,r,c,310.266,16.63,61.111,-15.187,0.012,0.075,0.148,-1.65,-6.54,       ,        ,0,2,22,61,3280,0.375,12.7,0.18,0.12,0.02,9.205,0.035,13,non,        ,       ,0,Simbad,
3395,DB2001_17        , , ,310.317,41.86,81.56,-0.076,0.01,0.045,0.07,-4.86,-5.82,       ,        ,0,3,13,19,4227,2.082,13.8,1,0.667,0,6.4,       ,    ,irc,        ,       ,0,Simbad,
3396,DB2001_18        , , ,310.339,41.98,81.665,-0.016,0.01,0.052,0.095,-0.28,-2.25,       ,        ,0,2,11,31,1190,1.562,10.88,0.75,0.5,0,8.9,       ,    ,irc,        ,       ,0,Simbad,
3397,Ruprecht_173     , , ,310.455,35.585,76.665,-4.009,0.018,0.1,0.17,-1.47,-2.43,       ,        ,0,7,82,264,1791,0.729,11.5,0.35,0.233,0,8.8,       ,    ,dub,        ,       ,0,Simbad,
3398,Dolidze_47       , , ,310.437,36.517,77.394,-3.426,0.018,0.075,0.15,-2,-1.23,       ,        ,0,9,48,149,2293,0.77,12.05,0.37,0.247,0.05,8.4,       ,    ,   ,        ,       ,0,Simbad,
3399,FSR_0183         , , ,310.56,26.587,69.519,-9.546,0.012,0.05,0.09,-6.06,-5.05,       ,        ,0,1,15,38,3104,0.437,12.6,0.21,0.14,0,8.99,       ,    ,   ,        ,       ,0,Simbad,
3400,DB2001_22        , , ,310.648,42.946,82.567,0.399,0.01,0.04,0.085,-1.36,-5.8,       ,        ,0,4,15,44,1891,2.228,12.1,1.07,0.714,0.025,7.235,       ,1,irc,        ,       ,0,Simbad,
3401,FSR_0184         , , ,310.68,26.543,69.549,-9.658,0.011,0.075,0.12,-5.57,-6.11,       ,        ,0,2,35,77,2542,0.229,12.1,0.11,0.073,0,9.38,       ,    ,   ,        ,       ,0,Simbad,
3402,FSR_0225         , , ,310.717,37.855,78.589,-2.781,0.01,0.085,0.145,-4.24,-2.83,       ,        ,0,1,41,76,1150,2.165,11,1.04,0.694,0.01,8.865,       ,    ,irc,        ,       ,0,Simbad,
3403,Turner_11        , , ,310.8,35.585,76.838,-4.23,0.012,0.06,0.115,-2.14,-3.44,10.5,        ,1,6,36,109,2200,0.895,12,0.43,0.287,0,8.92,       ,    ,   ,        ,       ,0,Simbad,
3404,Alessi_12        , , ,310.845,23.785,67.396,-11.432,0.07,0.245,0.475,3.33,-5.28,-26,3.7,1,6,46,161,543,0.079,8.699,0.038,0.025,0,7.46,       ,1,   ,        ,       ,0,Simbad,
3405,Ruprecht_174     , , ,310.855,37.012,77.992,-3.387,0.01,0.075,0.12,-2.3,-2.66,       ,        ,0,3,52,105,1817,0.321,11.4,0.154,0.103,-0.02,8.9,       ,    ,   ,        ,       ,0,Simbad,
3407,FSR_0151         ,r,o,311.137,11.925,57.567,-18.557,0.018,0.085,0.155,-2.83,-3.63,       ,        ,0,2,20,48,2451,0.167,12,0.08,0.053,0,9.4,0.036,9,   ,        ,       ,0,Simbad,
3408,FSR_0258         , , ,311.197,43.888,83.554,0.669,0.01,0.05,0.1,-2.12,-3.36,       ,        ,0,5,34,107,1238,1.666,11,0.8,0.534,0,8.3,       ,    ,irc,        ,       ,0,Simbad,
3409,Ruprecht_175     , , ,311.265,35.503,77.007,-4.578,0.01,0.05,0.075,0.21,-3.19,       ,        ,0,2,13,24,4431,0.521,13.4,0.25,0.167,0,9,       ,    ,   ,        ,       ,0,Simbad,
3410,FSR_0237         , , ,311.362,39.58,80.257,-2.108,0.015,0.085,0.145,-0.94,-2.95,       ,        ,0,4,35,73,1656,2.811,12,1.35,0.9,0.1,8.1,       ,    ,irc,        ,       ,0,Simbad,
3412,FSR_0274         , , ,312.277,47.88,87.139,2.582,0.02,0.09,0.18,0.53,-0.45,       ,        ,0,10,106,293,2153,1.041,12,0.5,0.333,0.03,7.8,       ,    ,irc,        ,       ,0,Simbad,
3413,SAI_137          , , ,312.495,41.255,82.103,-1.727,0.01,0.065,0.115,1.41,-6.15,       ,        ,0,1,31,78,2396,1.874,12.5,0.9,0.6,0,8.9,       ,    ,   ,        ,       ,0,Simbad,
3415,Dol-Dzim_11      , , ,312.778,35.945,78.125,-5.26,0.01,0.045,0.085,-0.97,-2.14,       ,        ,0,5,18,46,4873,0.5,13.6,0.24,0.16,0,9.2,       ,    ,   ,        ,       ,0,Simbad,
3416,Roslund_7        , , ,313.095,37.9,79.802,-4.215,0.035,0.145,0.28,-0.05,-0.11,-22,3,1,8,95,326,736,0.2,9.399,0.096,0.064,-0.02,8.6,0.072,3,   ,        ,       ,0,Simbad,
3418,FSR_0161         , , ,313.291,16.892,63.095,-17.385,0.01,0.05,0.1,-2.2,-3.85,28.8,2.8,1,1,11,34,3620,0.021,12.8,0.01,0.007,-0.01,9.5,       ,    ,   ,        ,       ,0,Simbad,
3419,NGC_6981         ,g,o,313.365,-12.537,35.156,-32.677,0.025,0.075,0.13,2.25,-5.69,-345,3.7,0,2,13,21,16997,0.05,16.168,0.024,0.016,0.02,10.1,       ,    ,glo,-1.345,       ,13,Simbad,
3420,CBJC_7           , , ,313.396,44.789,85.246,0.019,0.018,0.045,0.09,-6.69,-2.22,       ,        ,0,3,8,16,4494,2.29,14,1.1,0.734,-0.02,7.915,0.212,2,irc,        ,       ,0,Simbad,
3422,Barkhatova_1     , , ,313.432,46.025,86.209,0.793,0.02,0.115,0.17,-4.44,-1.62,-9,        ,0,3,89,185,912,0.312,9.9,0.15,0.1,0,8.72,       ,    ,dub,        ,       ,0,Simbad,
3423,FSR_0261         , , ,313.447,43.115,83.986,-1.085,0.01,0.1,0.18,-1.7,-3.6,       ,        ,0,4,89,199,852,1.395,10.101,0.67,0.447,-0.03,8.275,       ,1,irc,        ,       ,0,Simbad,
3424,NGC_6989         ,r,o,313.492,45.24,85.635,0.256,0.017,0.09,0.19,-4.85,-0.58,-28,3.7,1,7,100,389,1905,0.625,11.6,0.3,0.2,0,8.75,0.037,5,ast,        ,       ,0,Simbad,
3425,CBJC_8           , , ,313.558,44.91,85.412,0.008,0.02,0.08,0.15,-8.03,-1.1,       ,        ,0,6,61,160,2153,1.041,12,0.5,0.333,-0.025,8.2,       ,    ,irc,        ,       ,0,Simbad,
3426,NGC_6991A        ,m,o,313.614,47.466,87.393,1.625,0.05,0.225,0.445,6.86,9.44,-6,        ,1,6,51,116,565,0.125,8.8,0.06,0.04,-0.01,9.055,0.033,12,   ,        ,       ,0,Simbad,
3428,FSR_0410         ,r,c,313.807,76.395,110.564,19.603,0.01,0.065,0.12,1.4,4.27,-71,2.9,2,2,7,12,2200,0.5,11.873,0.24,0.16,0,9.2,       ,    ,   ,        ,       ,0,Simbad,
3430,CBJC_4           , , ,314.073,44.39,85.252,-0.607,0.01,0.06,0.115,-6.78,-3.67,       ,        ,0,2,38,95,1293,1.062,10.9,0.51,0.34,0,7.7,       ,1,irc,        ,       ,0,Simbad,
3431,FSR_0284         , , ,314.125,49.367,89.065,2.593,0.015,0.065,0.115,-2.71,-3.22,       ,        ,0,6,44,121,1887,0.687,11.6,0.33,0.22,0,8.775,       ,    ,irc,        ,       ,0,Simbad,
3432,NGC_6997         ,n,o,314.13,44.61,85.446,-0.495,0.02,0.115,0.2,-8.16,-4.75,       ,        ,0,10,107,215,741,0.687,9.57,0.33,0.22,-0.03,8.9,       ,    ,   ,        ,       ,0,Simbad,
3434,FSR_0275         , , ,314.137,46.883,87.178,0.976,0.02,0.06,0.12,-3.52,-0.98,       ,        ,0,8,48,160,3948,0.833,13.25,0.4,0.267,0,8.91,0.03,20,irc,        ,       ,0,Simbad,
3435,Berkeley_53      , , ,313.987,51.06,90.301,3.756,0.07,0.125,0.25,-3.98,-2.54,       ,        ,0,111,210,346,3301,1.52,13.082,0.73,0.487,0,9.09,0.01,98,   ,        ,       ,0,Simbad,
3439,Herbig_1,CBJC_3b , , ,314.578,43.894,85.111,-1.205,0.01,0.05,0.08,-2.81,0.33,       ,        ,0,2,8,8,2183,2.811,12.6,1.35,0.9,0,6,       ,    ,irc,        ,       ,0,Simbad
3442,FSR_0290         ,r,c,314.737,50.765,90.384,3.205,0.015,0.07,0.127,-2.62,-1.84,       ,        ,0,5,31,88,1201,0.802,10.656,0.385,0.257,0.015,8.92,0.048,3,irc,        ,       ,0,Simbad,
3443,ESO_464-09       ,r,o,314.904,-29.395,15.908,-39.43,0.01,0.05,0.09,2.17,-5.43,       ,        ,0,2,7,10,1031,0.104,10.1,0.05,0.033,0,9.6,       ,    ,ast,        ,       ,0,Simbad,
3446,NGC_7006         ,g,o,315.372,16.187,63.762,-19.404,0.018,0.07,0.125,3.75,-6.2,-384.1,0.4,0,1,9,20,41177,0.052,18.09,0.025,0.017,0.03,10.1,       ,    ,glo,-1.52,       ,9,Simbad,
3448,FSR_0273         , , ,315.435,44.8,86.197,-1.071,0.018,0.06,0.13,-5.79,-0.9,0.9,        ,1,8,57,197,2220,0.833,12,0.4,0.267,0,8.745,       ,    ,irc,        ,       ,0,Simbad,
3449,Teutsch_22       , , ,315.42,44.12,85.679,-1.513,0.015,0.045,0.09,-5.1,-2,       ,        ,0,9,31,82,2629,1.041,12.434,0.5,0.333,0,8.5,0.065,3,   ,        ,       ,0,Simbad,
3450,BDSB_19          , , ,315.442,33.55,77.692,-8.476,0.01,0.032,0.065,-2.47,-3.09,       ,        ,0,1,8,28,7514,0.375,14.5,0.18,0.12,-0.025,9.1,       ,    ,irc,        ,       ,0,Simbad,
3453,FSR_0282         , , ,315.555,48.105,88.729,1.054,0.02,0.075,0.14,-2.23,1.44,       ,        ,0,11,69,145,2533,0.874,12.3,0.42,0.28,0,9.24,0.025,37,irc,        ,       ,0,Simbad,
3455,Collinder_428    ,n,o,315.768,44.56,86.174,-1.408,0.01,0.07,0.11,-5.81,-1.78,       ,        ,0,5,36,80,1185,0.718,10.6,0.345,0.23,0,8.855,       ,    ,   ,        ,       ,0,Simbad,
3456,Berkeley_54      , , ,315.75,40.44,83.079,-4.131,0.012,0.06,0.105,-2.66,-0.82,       ,        ,0,2,48,111,4236,1.135,13.5,0.545,0.364,0,8.985,0.031,11,   ,        ,       ,0,Simbad,
3457,FSR_0253         , , ,315.877,39.98,82.798,-4.509,0.012,0.083,0.165,-3.72,-0.62,-11.9,        ,1,2,81,249,1414,0.708,10.98,0.34,0.227,0.01,8.275,       ,1,   ,        ,       ,0,Simbad,
3458,SAI_141          , , ,315.939,46.97,88.053,0.106,0.01,0.045,0.1,-5.85,-0.68,       ,        ,0,3,15,58,4940,0.939,13.771,0.451,0.301,-0.03,8.6,       ,    ,   ,        ,       ,0,Simbad,
3459,Teutsch_156      , , ,315.942,47.2,88.226,0.258,0.01,0.075,0.14,-3.46,-0.96,       ,        ,0,3,71,178,5408,1.041,14,0.5,0.333,0,8.785,       ,    ,   ,        ,       ,0,Simbad,
3460,LDN_988e         , , ,316.027,50.25,90.538,2.249,0.025,0.05,0.115,-0.19,0.96,       ,        ,0,5,9,26,700,1.876,9.829,0.901,0.601,0,6.67,       ,    ,irc,        ,       ,0,Simbad,
3461,FSR_0270         , , ,316.045,44.345,86.145,-1.699,0.01,0.045,0.095,-5.26,-3.93,       ,        ,0,3,37,115,1758,0.854,11.5,0.41,0.273,0,8.255,       ,1,irc,        ,       ,0,Simbad,
3463,FSR_0310         , , ,316.297,55.323,94.439,5.507,0.02,0.07,0.13,-3.98,-4.78,       ,        ,0,8,24,75,5288,2.124,14.3,1.02,0.68,0.11,8.095,       ,    ,   ,        ,       ,0,Simbad,
3464,BDSB_21          , , ,316.339,49.657,90.231,1.703,0.018,0.04,0.1,-1.86,-1.33,       ,        ,0,8,21,124,1285,1.103,10.9,0.53,0.354,0,8.9,       ,    ,irc,        ,       ,0,Simbad,
3465,NGC_7024         , , ,316.552,41.495,84.272,-3.88,0.018,0.082,0.155,-3.13,-1.3,       ,        ,0,9,71,173,1513,0.625,11.1,0.3,0.2,0,8.425,0.052,8,non,        ,       ,0,Simbad,
3466,NGC_7031         , , ,316.774,50.875,91.321,2.315,0.02,0.065,0.17,-1.95,-4.01,0.2,0.2,1,11,80,386,1100,0.824,10.472,0.396,0.264,-0.02,8.2,       ,    ,   ,        ,       ,0,Simbad,
3468,FSR_0288         ,r,c,317.04,49.01,90.06,0.93,0.015,0.047,0.1,-1.17,0.19,       ,        ,0,5,32,129,1734,0.791,11.45,0.38,0.253,-0.01,8.47,       ,    ,irc,        ,       ,0,Simbad,
3469,Dolidze_55       , , ,317.46,40.61,84.079,-4.982,0.013,0.06,0.115,-5.22,-0.74,       ,        ,0,3,31,73,1584,0.625,11.2,0.3,0.2,0,8.85,       ,    ,ast,        ,       ,0,Simbad,
3470,NGC_7036         ,r,o,317.508,15.517,64.537,-21.439,0.01,0.075,0.15,-5.37,-5.76,       ,        ,0,1,9,22,1069,0.479,10.299,0.23,0.153,0,9.45,       ,    ,rem,        ,       ,0,Simbad,
3471,Basel_12         , , ,317.61,46.235,88.284,-1.237,0.01,0.06,0.1,-5.06,1.6,       ,        ,0,3,49,130,5664,0.729,14,0.35,0.233,0,8.925,0.027,10,   ,        ,       ,0,Simbad,
3472,FSR_0368         , , ,317.7,68.545,104.923,13.791,0.02,0.075,0.135,-3.45,-5.9,       ,        ,0,2,19,31,1513,0.625,11.1,0.3,0.2,0.05,8.38,       ,    ,   ,        ,       ,0,Simbad,
3473,Dolidze_45       ,r,o,317.7,37.537,81.931,-7.2,0.01,0.085,0.155,-3.09,-1.9,       ,        ,0,1,27,84,2928,0.521,12.5,0.25,0.167,0,8.935,       ,    ,   ,        ,       ,0,Simbad,
3474,NGC_7039         , , ,317.763,45.733,87.989,-1.657,0.02,0.13,0.29,-3.29,-0.48,-11.6,0.6,2,8,153,623,1550,0.221,11.023,0.106,0.071,0,8.655,0.069,3,   ,        ,       ,0,Simbad,
3475,SAI_143          , , ,317.719,50.292,91.299,1.479,0.018,0.035,0.08,-2.28,-6,       ,        ,0,11,24,82,8999,2.101,15.447,1.009,0.673,0,8.6,       ,    ,   ,        ,       ,0,Simbad,
3476,Berkeley_91      , , ,317.715,48.535,90.014,0.281,0.02,0.06,0.12,-3.97,-0.56,       ,        ,0,8,39,121,9471,1.299,15.3,0.624,0.416,0.01,8.4,       ,    ,   ,        ,       ,0,Simbad,
3477,NGC_7037         , , ,317.73,33.732,79.106,-9.784,0.015,0.1,0.18,-2.72,-1,       ,        ,0,2,22,53,2471,1.666,12.5,0.8,0.534,0.12,7.57,       ,    ,non,        ,       ,0,Simbad,
3478,Riddle_6         ,r,o,317.95,59.965,98.5,7.97,0.015,0.04,0.065,-2.73,-4.72,-16.8,0.6,3,1,10,16,1198,0.333,10.499,0.16,0.107,0,7.1,       ,    ,ast,        ,       ,0,Simbad,
3479,Kronberger_80    , , ,317.959,52.378,92.925,2.795,0.02,0.05,0.1,-3.03,-3.96,       ,        ,0,9,17,39,4976,1.291,13.9,0.62,0.414,-0.08,8.75,       ,    ,   ,        ,       ,0,Simbad,
3480,ASCC_113         , , ,318.007,38.61,82.891,-6.65,0.025,0.145,0.33,0.4,-4.95,       ,        ,0,4,23,158,501,0,8.499,0,0,-0.02,7.93,       ,1,   ,        ,       ,0,Simbad,
3481,IC_1369          , , ,318.048,47.755,89.597,-0.415,0.015,0.085,0.165,-4.02,-0.91,       ,        ,0,7,80,198,2530,0.573,12.2,0.275,0.183,-0.02,8.54,       ,    ,   ,        ,       ,0,Simbad,
3482,Basel_13         , , ,318.15,46.53,88.754,-1.307,0.015,0.075,0.145,-4.44,-0.22,       ,        ,0,5,53,209,1313,0.339,10.701,0.163,0.109,-0.02,8.96,0.032,3,   ,        ,       ,0,Simbad,
3484,FSR_0265         , , ,318.202,42,85.481,-4.443,0.02,0.07,0.155,-3.77,1.29,       ,        ,0,7,44,174,1476,0.791,11.1,0.38,0.253,0,9,       ,    ,   ,        ,       ,0,Simbad,
3485,NGC_7044         , , ,318.292,42.495,85.888,-4.152,0.035,0.1,0.18,-4.06,-1.22,-50.6,2.18,10,30,131,279,3171,0.604,12.7,0.29,0.193,0,9.28,       ,    ,   ,-0.16,0.09,10,Simbad,
3486,Cyg_OB4          ,a,o,318.57,37.88,82.657,-7.471,0.02,0.16,0.34,-2.15,0.92,-4.9,1.1,2,0,36,154,2471,1.666,12.5,0.8,0.534,0.1,7.56,0.079,12,ass,        ,       ,0,Simbad,
3487,NGC_7050         , , ,318.802,36.165,81.523,-8.78,0.01,0.06,0.093,-2.66,0.96,       ,        ,0,2,15,23,1685,0.208,11.2,0.1,0.067,0,9.19,0.044,3,ast,        ,       ,0,Simbad,
3488,Basel_15         ,r,c,318.978,48.853,90.818,-0.104,0.013,0.06,0.115,-2.24,-1.19,       ,        ,0,2,14,37,701,2.165,9.925,1.04,0.694,0.055,8.6,       ,    ,   ,        ,       ,0,Simbad,
3489,FSR_0291         ,r,o,319.125,48.355,90.528,-0.521,0.012,0.05,0.095,-1.19,-1.27,       ,        ,0,3,32,91,3529,1.124,13.1,0.54,0.36,0.04,8.755,0.045,7,   ,        ,       ,0,Simbad,
3490,Berkeley_55      , , ,319.249,51.765,93.03,1.798,0.015,0.05,0.1,-3.02,-7.83,       ,        ,0,5,27,66,1700,1.599,11.667,0.768,0.512,-0.01,8.57,0.036,8,   ,        ,       ,0,Simbad,
3491,Berkeley_56      , , ,319.41,41.817,85.971,-5.219,0.01,0.06,0.1,-0.56,-0.07,       ,        ,0,3,31,50,13180,0.312,15.7,0.15,0.1,0,9.4,       ,    ,   ,        ,       ,0,Simbad,
3492,FSR_0271         , , ,319.665,41.92,86.178,-5.284,0.012,0.075,0.155,-4.37,0.67,       ,        ,0,3,41,114,1599,0.874,11.301,0.42,0.28,0,8.9,       ,    ,   ,        ,       ,0,Simbad,
3494,NGC_7055         , , ,319.89,57.607,97.477,5.617,0.02,0.05,0.1,1.09,-2.61,       ,        ,0,5,12,33,1948,1.249,11.85,0.6,0.4,0.01,8.4,       ,    ,non,        ,       ,0,Simbad,
3495,FSR_0346         , , ,319.98,62.347,100.93,8.894,0.011,0.045,0.09,-4.71,-6.53,       ,        ,0,2,15,35,2820,1.083,12.6,0.52,0.347,0.02,8.25,       ,    ,   ,        ,       ,0,Simbad,
3497,BDSB_23          , , ,320.1,55.47,96.031,4.034,0.02,0.065,0.1,1.6,-3.71,       ,        ,0,4,19,28,5883,1.249,14.25,0.6,0.4,0.06,8.15,       ,    ,irc,        ,       ,0,Simbad,
3498,Basel_14         , , ,320.257,44.825,88.556,-3.551,0.01,0.07,0.11,-3.81,-3.5,       ,        ,0,2,34,81,1802,0.687,11.5,0.33,0.22,0,8.805,       ,    ,   ,        ,       ,0,Simbad,
3499,ESO_236-07       ,r,o,320.49,-51.865,345.73,-43.959,0.035,0.165,0.235,2.3,0.79,       ,        ,0,3,25,50,2933,0.042,12.35,0.02,0.013,0,9.75,       ,    ,   ,        ,       ,0,Simbad,
3500,Teutsch_144      , , ,320.422,50.597,92.716,0.454,0.01,0.05,0.115,-1.88,-1,       ,        ,0,3,37,150,2472,1.041,12.3,0.5,0.333,0.03,8.805,0.036,6,   ,        ,       ,0,Simbad,
3501,NGC_7058         ,m,o,320.422,50.82,92.873,0.613,0.02,0.085,0.15,6.9,2.55,       ,        ,0,3,20,47,404,0.083,8.059,0.04,0.027,-0.03,8.35,       ,    ,   ,        ,       ,0,Simbad,
3502,FSR_0347         , , ,320.575,62.58,101.294,8.86,0.012,0.06,0.1,-3.91,-6.64,       ,        ,0,2,29,54,2953,1.083,12.7,0.52,0.347,0.05,8.25,       ,    ,   ,        ,       ,0,Simbad,
3503,FSR_0295         , , ,320.662,49.857,92.304,-0.179,0.02,0.05,0.125,-2.08,-2.75,       ,        ,0,10,37,157,1230,0.799,10.707,0.384,0.256,0,8.8,       ,    ,irc,        ,       ,0,Simbad,
3504,FSR_0379         ,r,c,320.61,69.33,106.245,13.549,0.02,0.065,0.12,-4.37,-1.93,       ,        ,0,2,10,20,2396,1.874,12.5,0.9,0.6,0.08,8.12,       ,    ,   ,        ,       ,0,Simbad,
3505,NGC_7062         , , ,320.862,46.39,89.962,-2.739,0.013,0.06,0.13,-2.49,-2.87,       ,        ,0,5,44,136,1600,0.45,11.165,0.216,0.144,0,8.84,0.026,6,   ,        ,       ,0,Simbad,
3506,FSR_0296         , , ,320.989,49.93,92.505,-0.275,0.01,0.03,0.06,-5.22,-3.65,       ,        ,0,3,17,35,2400,0.731,12.136,0.351,0.234,0,8.938,0.026,10,irc,        ,       ,0,Simbad,
3507,NGC_7063         , , ,321.135,36.495,83.086,-9.903,0.02,0.105,0.205,0.77,-2.4,       ,        ,0,2,40,96,689,0.09,9.22,0.043,0.029,0,7.955,       ,1,   ,        ,       ,0,Simbad,
3508,NGC_7067         , , ,321.052,48.02,91.197,-1.668,0.015,0.04,0.115,-3.01,-2.67,       ,        ,0,5,17,97,2300,0.75,12.05,0.36,0.24,0,8.1,       ,    ,   ,        ,       ,0,Simbad,
3509,FSR_0304         , , ,321.157,51.322,93.555,0.646,0.015,0.06,0.125,-0.99,-1.28,-1.5,        ,1,8,60,189,1423,0.729,11.001,0.35,0.233,0,8.785,0.101,3,irc,        ,       ,0,Simbad,
3510,Berkeley_92      , , ,321.195,57.532,97.92,5.069,0.015,0.045,0.105,-2.29,-1.62,       ,        ,0,3,26,102,6000,0.799,14.148,0.384,0.256,0,9,       ,    ,   ,-0.38,       ,0,Simbad,
3511,Kronberger_81    , , ,321.544,53.534,95.266,2.068,0.015,0.06,0.095,-1.63,-0.97,       ,        ,0,5,53,90,7500,1.801,14.955,0.865,0.577,0.02,8.6,       ,    ,   ,        ,       ,0,Simbad,
3513,FSR_0314         , , ,321.967,53.742,95.591,2.044,0.025,0.07,0.14,-2.54,0.22,       ,        ,0,12,61,221,1710,1.041,11.5,0.5,0.333,0,8.14,       ,1,irc,        ,       ,0,Simbad,
3514,FSR_0293         , , ,321.975,47.15,91.039,-2.726,0.02,0.045,0.085,-2.59,-3.45,       ,        ,0,9,27,72,2801,0.4,12.365,0.192,0.128,0,9.225,       ,    ,   ,        ,       ,0,Simbad,
3515,FSR_0306         ,r,c,322.087,51.62,94.179,0.458,0.02,0.053,0.105,-4.01,-1.36,       ,        ,0,10,45,176,2328,1.291,12.25,0.62,0.414,0.03,7.5,       ,    ,irc,        ,       ,0,Simbad,
3516,BDSB_24          , , ,322.219,54.608,96.296,2.569,0.011,0.04,0.06,-2.77,-0.18,       ,        ,0,2,17,22,1535,1.457,11.4,0.7,0.467,0.035,7.2,       ,    ,irc,        ,       ,0,Simbad,
3517,NGC_7082         , , ,322.2,47.11,91.122,-2.86,0.04,0.15,0.325,-1.03,-2.12,-9.1,        ,1,17,199,832,1300,0.239,10.647,0.115,0.077,0,8.002,0.17,2,   ,-0.01,0.15,0,Simbad,
3518,NGC_7078         ,g,o,322.492,12.167,65.005,-27.309,0.05,0.185,0.35,-0.46,-4.98,-107,0.2,0,12,95,203,10392,0.104,15.117,0.05,0.033,0.04,10.1,       ,    ,glo,-2.05,       ,95,Simbad,
3519,Platais_1        , , ,322.515,49,92.576,-1.632,0.02,0.063,0.14,-4.54,-0.5,-15.4,0.2,21,4,22,118,3508,0.854,13,0.41,0.273,0.02,8.2,       ,    ,   ,        ,       ,0,Simbad,
3520,NGC_7086         , , ,322.612,51.608,94.407,0.225,0.02,0.08,0.14,-3.2,2.04,-5.6,1.7,1,10,124,275,1600,0.77,11.268,0.37,0.247,0,8.065,0.131,4,   ,        ,       ,0,Simbad,
3521,NGC_7092         ,r,c,322.95,48.45,92.409,-2.23,0.08,0.325,0.9,-8.38,-20.27,-8.6,2.97,9,5,28,100,310,0.01,7.46,0.005,0.003,0,8.569,0.054,5,   ,0.15,       ,0,Simbad,
3524,NGC_7084         ,r,o,323.055,17.575,69.953,-24.196,0.02,0.1,0.2,-4.96,-10.72,       ,        ,0,3,13,44,1259,0,10.5,0,0,0,9.425,       ,1,non,        ,       ,0,Simbad,
3525,FSR_0317         , , ,323.154,53.755,96.111,1.572,0.015,0.053,0.095,-3.21,0.08,       ,        ,0,7,54,118,1934,0.833,11.7,0.4,0.267,0.02,8.8,       ,    ,irc,        ,       ,0,Simbad,
3526,NGC_7089         ,g,o,323.362,-0.823,53.363,-35.766,0.06,0.14,0.26,6.77,-4.54,-5.3,2,0,16,58,80,11507,0.062,15.325,0.03,0.02,0.03,10.1,       ,    ,glo,-1.545,       ,58,Simbad,
3527,FSR_0307         , , ,323.524,50.763,94.252,-0.783,0.01,0.035,0.075,-4.86,-3.48,       ,        ,0,2,14,49,1500,0.5,11.041,0.24,0.16,0,9.15,0.055,4,irc,        ,       ,0,Simbad,
3528,NGC_7093         , , ,323.61,45.915,91.015,-4.396,0.012,0.06,0.13,-2.65,-4.06,       ,        ,0,3,22,108,2500,0.881,12.273,0.423,0.282,0,8.5,0.121,2,non,        ,       ,0,Simbad,
3529,FSR_0312         , , ,323.721,50.924,94.452,-0.748,0.01,0.03,0.055,-3.19,-2.37,       ,        ,0,3,13,37,2700,0.889,12.443,0.427,0.285,0.01,8.66,       ,    ,irc,        ,       ,0,Simbad,
3530,FSR_0320         , , ,323.85,53.7,96.378,1.254,0.015,0.055,0.085,-4.55,-1.63,       ,        ,0,4,43,73,4724,1.02,13.7,0.49,0.327,0.02,8.85,       ,    ,irc,        ,       ,0,Simbad,
3531,FSR_0389         ,r,c,323.887,69.82,107.432,13.087,0.017,0.053,0.11,1.34,1.91,       ,        ,0,3,10,20,1988,0.958,11.8,0.46,0.307,0.05,8.9,       ,    ,   ,        ,       ,0,Simbad,
3532,Kronberger_84    , , ,323.91,53.488,96.262,1.073,0.011,0.055,0.09,-4.26,-0.16,       ,        ,0,4,45,107,1310,0.541,10.761,0.26,0.173,-0.03,8.825,       ,    ,   ,        ,       ,0,Simbad,
3533,FSR_0324         , , ,324.045,53.805,96.534,1.254,0.015,0.055,0.1,-4.25,-2.37,       ,        ,0,3,23,56,4166,0.937,13.4,0.45,0.3,0.03,8.18,0.065,11,irc,        ,       ,0,Simbad,
3534,BDSB_22          , , ,324.112,52.465,95.667,0.232,0.01,0.035,0.055,-4.5,2.43,       ,        ,0,3,19,35,2014,0.604,11.715,0.29,0.193,0.02,8.9,       ,    ,irc,        ,       ,0,Simbad,
3535,FSR_0386         ,r,c,324.172,69.267,107.116,12.617,0.012,0.044,0.08,-4.76,-0.52,       ,        ,0,2,8,16,1135,0.7,10.5,0.336,0.224,0,7.94,       ,1,   ,        ,       ,0,Simbad,
